k_invA,chi
3.100000000000000089e+00,-6.276483513074142262e-02
3.150000000000000355e+00,-4.073277607863050320e-02
3.200000000000000178e+00,-1.725700129274231401e-02
3.250000000000000000e+00,8.389069358827835367e-04
3.300000000000000266e+00,2.612706551197333318e-02
3.350000000000000089e+00,5.196625517492735324e-02
3.400000000000000355e+00,7.232351270725703718e-02
3.450000000000000178e+00,8.770361574837658158e-02
3.500000000000000000e+00,8.889450600375915779e-02
3.550000000000000266e+00,7.389575903036126048e-02
3.600000000000000089e+00,4.720042858508580186e-02
3.650000000000000355e+00,1.994147068908293241e-02
3.700000000000000178e+00,-1.080454991933798778e-02
3.750000000000000000e+00,-3.231470373428090015e-02
3.800000000000000266e+00,-4.688269495414616045e-02
3.850000000000000089e+00,-5.583676348047733606e-02
3.900000000000000355e+00,-5.634632475247652178e-02
3.950000000000000178e+00,-5.009116773633013470e-02
4.000000000000000000e+00,-3.898909681707004443e-02
4.049999999999999822e+00,-3.080662665201699263e-02
4.100000000000000533e+00,-3.058167873670214476e-02
4.150000000000000355e+00,-3.585349306787651014e-02
4.200000000000000178e+00,-3.825538086407669069e-02
4.250000000000000000e+00,-3.146283255443475119e-02
4.299999999999999822e+00,-1.804045584758730975e-02
4.350000000000000533e+00,-8.818584890832101633e-03
4.400000000000000355e+00,-8.868343194352106343e-03
4.450000000000000178e+00,-1.055481743229687991e-02
4.500000000000000000e+00,-5.506913014381603980e-03
4.549999999999999822e+00,7.058411620273642023e-03
4.600000000000000533e+00,2.113102752898949124e-02
4.650000000000000355e+00,3.132765705717782678e-02
4.700000000000000178e+00,3.898836518896583309e-02
4.750000000000000000e+00,4.788475436624177461e-02
4.800000000000000711e+00,6.087319162876789203e-02
4.850000000000000533e+00,7.683851086023529842e-02
4.900000000000000355e+00,9.129203540233052361e-02
4.950000000000000178e+00,9.735790806466462777e-02
5.000000000000000000e+00,9.114387421388772670e-02
5.050000000000000711e+00,7.322422386077301337e-02
5.100000000000000533e+00,4.436152400545586433e-02
5.150000000000000355e+00,1.659301757757759496e-02
5.200000000000000178e+00,-3.997186579789352608e-03
5.250000000000000000e+00,-2.203315195893446390e-02
5.300000000000000711e+00,-3.392027391066018693e-02
5.350000000000000533e+00,-3.642061050732733896e-02
5.400000000000000355e+00,-4.145007021947599846e-02
5.450000000000000178e+00,-6.140742980373915805e-02
5.500000000000000000e+00,-8.411570818613028910e-02
5.550000000000000711e+00,-1.010424111381265921e-01
5.600000000000000533e+00,-1.072316756322044956e-01
5.650000000000000355e+00,-9.990991695051532062e-02
5.700000000000000178e+00,-8.427983511468671585e-02
5.750000000000000000e+00,-6.360617820282819801e-02
5.800000000000000711e+00,-3.986014248513160274e-02
5.850000000000000533e+00,-1.603861547612950994e-02
5.900000000000000355e+00,1.157047114845971081e-03
5.950000000000000178e+00,7.433220467576004756e-03
6.000000000000000000e+00,2.696894829230147683e-03
6.050000000000000711e+00,-5.257429156011514566e-03
6.100000000000000533e+00,-8.707664283633273494e-03
6.150000000000000355e+00,6.006414092914192683e-03
6.200000000000000178e+00,4.650666438393560170e-02
6.250000000000000000e+00,1.032776358643184983e-01
6.300000000000000711e+00,1.363520841183991639e-01
6.350000000000000533e+00,1.412243763784465089e-01
6.400000000000000355e+00,1.303483697074645231e-01
6.450000000000000178e+00,1.184983934872555211e-01
6.500000000000000000e+00,1.058452833327561682e-01
6.550000000000000711e+00,8.137655728682136047e-02
6.600000000000000533e+00,4.717071150742650765e-02
6.650000000000000355e+00,4.307048867363621851e-03
6.700000000000000178e+00,-4.133687578661390111e-02
6.750000000000000000e+00,-8.753606840255777344e-02
6.800000000000000711e+00,-1.271019357087278256e-01
6.850000000000000533e+00,-1.518989305851439764e-01
6.900000000000000355e+00,-1.547206473469817378e-01
6.950000000000000178e+00,-1.331396068444268832e-01
7.000000000000000000e+00,-9.432055608777308031e-02
7.050000000000000711e+00,-4.892495865809264044e-02
7.100000000000000533e+00,-4.084323087888559224e-03
7.150000000000000355e+00,2.580987137580232835e-02
7.200000000000000178e+00,4.279665273168457157e-02
7.250000000000000000e+00,4.128562097186068425e-02
7.300000000000000711e+00,2.554341475882487486e-02
7.350000000000000533e+00,1.143991466774442120e-02
7.400000000000000355e+00,5.174132466427026900e-03
7.450000000000000178e+00,3.351551495846466673e-03
7.500000000000000000e+00,-7.765492920542908101e-03
7.550000000000000711e+00,-2.387913005850787057e-02
7.600000000000000533e+00,-2.536110413240191819e-02
7.650000000000000355e+00,-2.292242122748927666e-03
7.700000000000000178e+00,4.232948260610552155e-02
7.750000000000000000e+00,8.531954575393267681e-02
7.800000000000000711e+00,9.996624543902693505e-02
7.850000000000000533e+00,1.024652149150456631e-01
7.900000000000000355e+00,9.645716523140299148e-02
7.950000000000000178e+00,7.864553690341039016e-02
8.000000000000000000e+00,4.577155166747930853e-02
8.050000000000000711e+00,6.015834642465900210e-03
8.099999999999999645e+00,-2.996823144137164205e-02
8.150000000000000355e+00,-5.645472474115346972e-02
8.200000000000001066e+00,-7.111031899313896565e-02
8.250000000000000000e+00,-7.659745774870929669e-02
8.300000000000000711e+00,-7.089960013256438320e-02
8.349999999999999645e+00,-5.488358384172864479e-02
8.400000000000000355e+00,-4.458429996998079792e-02
8.450000000000001066e+00,-4.353319707266806171e-02
8.500000000000000000e+00,-3.907577252497235892e-02
8.550000000000000711e+00,-3.412205558278784412e-02
8.599999999999999645e+00,-3.074261759827349658e-02
8.650000000000000355e+00,-2.102693937015278833e-02
8.700000000000001066e+00,-4.730609777045569585e-03
8.750000000000000000e+00,9.308239510754113752e-03
8.800000000000000711e+00,1.912240876517769944e-02
8.849999999999999645e+00,2.464444773166563074e-02
8.900000000000000355e+00,2.641777105479037671e-02
8.950000000000001066e+00,2.806652928867096886e-02
9.000000000000000000e+00,3.480137306635014416e-02
9.050000000000000711e+00,4.348731659621040552e-02
9.099999999999999645e+00,5.440268868217103260e-02
9.150000000000000355e+00,6.140386028443826916e-02
9.200000000000001066e+00,5.082314392485044047e-02
9.250000000000000000e+00,3.152612545076937528e-02
9.300000000000000711e+00,1.375063219128498659e-02
9.349999999999999645e+00,-5.629280212164681184e-03
9.400000000000000355e+00,-2.157956296988368383e-02
9.450000000000001066e+00,-2.590708864778225665e-02
9.500000000000000000e+00,-1.958067633855968895e-02
9.550000000000000711e+00,-8.643322277325575856e-03
9.600000000000001421e+00,-1.966896376559394439e-03
9.650000000000000355e+00,-8.815373481182374807e-03
9.700000000000001066e+00,-2.634288478766184244e-02
9.750000000000000000e+00,-4.575934765194893811e-02
9.800000000000000711e+00,-4.913510179585661719e-02
9.850000000000001421e+00,-3.443197879871018330e-02
9.900000000000000355e+00,-2.412272748152044857e-02
9.950000000000001066e+00,-2.199125806463941152e-02
1.000000000000000000e+01,-1.383460640115204143e-02
1.005000000000000071e+01,-5.303825872152397036e-03
1.010000000000000142e+01,-4.941165007408979213e-04
1.015000000000000036e+01,5.146187543805745210e-03
1.020000000000000107e+01,1.085834201795705597e-02
1.025000000000000000e+01,1.619254965235880639e-02
1.030000000000000071e+01,2.114855130228394248e-02
1.035000000000000142e+01,2.500615469869849408e-02
1.040000000000000036e+01,2.783764386649185962e-02
1.045000000000000107e+01,3.048914387818493082e-02
1.050000000000000000e+01,3.240607831764532459e-02
1.055000000000000071e+01,3.134796419728108630e-02
1.060000000000000142e+01,2.418413196804555798e-02
1.065000000000000036e+01,1.010096626797847390e-02
1.070000000000000107e+01,-6.213085584963514395e-03
1.075000000000000000e+01,-1.679871295766757755e-02
1.080000000000000071e+01,-1.815793805887324849e-02
1.085000000000000142e+01,-1.470364425136551877e-02
1.090000000000000036e+01,-7.429559453880356552e-03
1.095000000000000107e+01,8.554213648718637149e-04
1.100000000000000000e+01,5.020004730545671486e-03
1.105000000000000071e+01,4.003021439862648745e-03
1.110000000000000142e+01,-2.259712351398556612e-03
1.115000000000000036e+01,-1.404347778857233629e-02
1.120000000000000107e+01,-2.208212184465783989e-02
1.125000000000000000e+01,-1.915130122331455687e-02
1.130000000000000071e+01,-1.374658743481660395e-02
1.135000000000000142e+01,-1.520603845421054402e-02
1.140000000000000036e+01,-1.860858052046625993e-02
1.145000000000000107e+01,-1.845295238225124618e-02
1.150000000000000000e+01,-1.551046159536173877e-02
1.155000000000000071e+01,-8.656722029948011460e-03
1.160000000000000142e+01,-2.602357747257346733e-04
1.165000000000000036e+01,7.556183958931052790e-03
1.170000000000000107e+01,1.702490836010453826e-02
1.175000000000000000e+01,2.747266499228988648e-02
1.180000000000000071e+01,3.523366023128864793e-02
1.185000000000000142e+01,3.768266966174067811e-02
1.190000000000000036e+01,3.398361640795641986e-02
1.195000000000000107e+01,2.206723292522304661e-02
1.200000000000000000e+01,3.372850837824109722e-03
1.205000000000000071e+01,-1.061671718599374765e-02
1.210000000000000142e+01,-1.398424455844997707e-02
1.215000000000000036e+01,-1.323391927774902367e-02
1.220000000000000107e+01,-1.190730909414770659e-02
1.225000000000000000e+01,-1.049884935324534550e-02
1.230000000000000071e+01,-7.324272692314634167e-03
1.235000000000000142e+01,-3.570922796174516751e-03
1.240000000000000036e+01,-2.486834601983234794e-03
1.245000000000000107e+01,-3.610213516148313463e-03
1.250000000000000000e+01,-3.340814136994018670e-03
1.255000000000000071e+01,-3.003257470454579869e-03
1.260000000000000142e+01,-6.391330430739220088e-03
1.265000000000000036e+01,-1.120665711268480427e-02
1.270000000000000107e+01,-1.102624552511848564e-02
1.275000000000000000e+01,-9.336468084678197291e-03
1.280000000000000071e+01,-7.154538125615281415e-03
1.285000000000000142e+01,-2.715810096835750715e-03
1.290000000000000036e+01,2.310560740779482212e-04
1.295000000000000107e+01,1.498754414767164769e-03
1.300000000000000000e+01,4.035235159385752723e-03
1.305000000000000071e+01,9.142427156946072303e-03
1.310000000000000142e+01,1.320282677645349609e-02
1.315000000000000036e+01,1.280695912533480994e-02
1.320000000000000107e+01,1.072718281191784029e-02
1.325000000000000000e+01,8.427790475196124745e-03
1.330000000000000071e+01,6.888292966529825645e-03
1.335000000000000142e+01,6.135046164811973866e-03
1.340000000000000036e+01,3.067181787820276017e-03
1.345000000000000107e+01,-1.068908923910621544e-03
1.350000000000000000e+01,-2.792671154142249788e-03
1.355000000000000071e+01,-3.086595191992072985e-03
1.360000000000000142e+01,-1.921700667524326757e-03
1.365000000000000036e+01,-4.213741763519738984e-04
1.370000000000000107e+01,-2.648183147008751660e-03
1.375000000000000000e+01,-5.088494946172546392e-03
1.380000000000000071e+01,-3.843534111845071412e-03
1.385000000000000142e+01,-2.620300508795866436e-03
1.390000000000000036e+01,-3.562790413612054903e-03
1.395000000000000107e+01,-5.397548365369285450e-03
1.400000000000000000e+01,-5.684117415184211479e-03
1.405000000000000071e+01,-6.625010520249219326e-03
1.410000000000000142e+01,-7.452203578835264568e-03
1.415000000000000036e+01,-5.117181473823083360e-03
1.420000000000000107e+01,-2.521771815427656729e-03
1.425000000000000000e+01,1.288318639025292419e-03
1.430000000000000071e+01,5.261778467903543977e-03
1.435000000000000142e+01,6.406492207456171775e-03
1.440000000000000036e+01,7.224009489672914182e-03
1.445000000000000107e+01,6.970041063614789388e-03
1.450000000000000000e+01,3.938028575026439326e-03
1.455000000000000071e+01,3.312239973467233931e-04
1.460000000000000142e+01,-3.217462158867174984e-04
1.465000000000000036e+01,1.730987291242292890e-03
1.470000000000000107e+01,3.760138130665534057e-03
1.475000000000000000e+01,5.267396833759215892e-03
1.480000000000000071e+01,5.883926066881535293e-03
1.485000000000000142e+01,3.879699092765754621e-03
1.490000000000000036e+01,6.321463385958327836e-04
1.495000000000000107e+01,-1.867709725954815525e-03
1.500000000000000000e+01,-3.728360688289342195e-03
1.505000000000000071e+01,-4.043281188111965373e-03
1.510000000000000142e+01,-3.504658995071111786e-03
1.515000000000000036e+01,-3.887196562735506077e-03
1.520000000000000107e+01,-4.339442599355510313e-03
1.525000000000000000e+01,-4.285684179854407083e-03
1.530000000000000071e+01,-4.489590604075373824e-03
1.535000000000000142e+01,-3.742390450959442918e-03
1.540000000000000036e+01,-2.811638085804782534e-03
1.545000000000000107e+01,-2.617951362148858083e-03
1.550000000000000000e+01,-1.172047148487416219e-03
1.555000000000000071e+01,1.327688477456962684e-03
1.560000000000000142e+01,2.968102504570669341e-03
1.565000000000000036e+01,3.551883414430113094e-03
1.570000000000000107e+01,3.734185716566332421e-03
1.575000000000000000e+01,3.312784375037753932e-03
1.580000000000000071e+01,2.710203189615840828e-03
1.585000000000000142e+01,2.643268282136304603e-03
1.590000000000000036e+01,2.368938144428145345e-03
1.595000000000000107e+01,9.751473267480943946e-04
1.600000000000000000e+01,-3.213499314769416564e-04
1.605000000000000071e+01,-8.455877169698679903e-04
1.610000000000000142e+01,-6.332856954701820192e-04
1.615000000000000213e+01,3.166662136960808572e-04
1.619999999999999929e+01,1.418895357242907877e-03
1.625000000000000000e+01,1.191070141264172471e-03
1.630000000000000071e+01,-2.486674725476825123e-04
1.635000000000000142e+01,9.506237888655447415e-05
1.640000000000000213e+01,4.656688309124565979e-04
1.644999999999999929e+01,-5.456108098944214679e-04
1.650000000000000000e+01,-1.634514767964322015e-03
1.655000000000000071e+01,-2.312780199538329393e-03
1.660000000000000142e+01,-2.347484562385964996e-03
1.665000000000000213e+01,-2.325454034367749768e-03
1.669999999999999929e+01,-2.912952016655710134e-03
1.675000000000000000e+01,-3.114224305627352057e-03
1.680000000000000071e+01,-2.675020290572084364e-03
1.685000000000000142e+01,-1.317846578487152616e-03
1.690000000000000213e+01,1.188802296935917132e-03
1.694999999999999929e+01,2.498866335689833764e-03
1.700000000000000000e+01,2.478975947097492461e-03
1.705000000000000071e+01,2.055171629932015572e-03
1.710000000000000142e+01,1.799014357153748238e-03
1.715000000000000213e+01,1.977066812867708887e-03
1.719999999999999929e+01,1.794243848566445679e-03
1.725000000000000000e+01,1.115418164672348205e-03
1.730000000000000071e+01,5.822868142514906701e-04
1.735000000000000142e+01,5.078485536488237204e-05
1.740000000000000213e+01,-2.622179764133500488e-04
1.744999999999999929e+01,-3.651089023229668075e-05
1.750000000000000000e+01,-1.445155352899772281e-04
1.755000000000000071e+01,-3.671596610804031872e-04
1.760000000000000142e+01,3.692357084466519669e-04
1.765000000000000213e+01,9.451254186030851392e-04
1.769999999999999929e+01,4.116336702330153623e-04
1.775000000000000000e+01,-3.026980693702171522e-04
1.780000000000000071e+01,-1.053812095900525042e-03
1.785000000000000142e+01,-1.494301547257988671e-03
1.790000000000000213e+01,-1.654388205278249386e-03
1.794999999999999929e+01,-1.762054342813589242e-03
1.800000000000000000e+01,-1.612711522968791064e-03
